Item Label,URI,Citation URI,Project,Project URI,Context,Context [2],Context [3],Context [4],Context [5],Context [6],Context [7],Context URI,Latitude (WGS 84),Longitude (WGS 84),Early BCE/CE,Late BCE/CE,Item Category,icon,Thumbnail,Published Date,Updated Date,Consists of,Consists of [URI],Has type,Has type [URI],Has type [cidoc-crm-p2-has-type],Has type [cidoc-crm-p2-has-type] [URI],Consists of [cidoc-crm-p45-consists-of],Consists of [cidoc-crm-p45-consists-of] [URI],Fabric Category,Object Type [24-object-type],Object Type,Find Year,Main Fabric,Main Object Type
PC 19870154,http://opencontext.org/subjects/340802ef-01a1-4bc1-c664-eb1dfad69888,https://n2t.net/ark:/28722/k2z60h16x,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1987, ID:433",,https://opencontext.org/subjects/e5461f2d-c3c5-474b-f8a8-a1b8c56ccaaa,43.152657527541606,11.402114104738965,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19870154-2010-010jpg.jpg,2012-12-28T00:00:00Z,2024-01-31T02:55:07Z,plaster,https://vocab.getty.edu/aat/300014922,,,,,,,Plaster,,Architectural::Unspecified / Misc.,1987,Plaster,Architectural
PC 19880158,http://opencontext.org/subjects/ac858ce5-2667-4993-bfd6-65b77a652475,https://n2t.net/ark:/28722/k2fb51k4z,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 27,"1988, ID:144",,https://opencontext.org/subjects/ba2d283e-9ec4-47ae-4b5e-3c933662b0ff,43.15250060781168,11.40181205562641,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-19880158billjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-02-01T01:19:07Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),pottery (visual works),https://vocab.getty.edu/aat/300010666,,,,,Impasto,,Vessel,1988,Impasto,Vessel
PC 19840154,http://opencontext.org/subjects/42f3f996-018e-46ea-0604-cea56ed58700,https://n2t.net/ark:/28722/k23n24d59,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1984, ID:117",,https://opencontext.org/subjects/ac23fdfa-a661-4eaf-5b68-64409f2dee3c,43.15266744233835,11.401760341138134,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19840154illjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T16:35:36Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),pottery (visual works),https://vocab.getty.edu/aat/300010666,,,,,Impasto,,Vessel,1984,Impasto,Vessel
PC 20050039,http://opencontext.org/subjects/cd847102-c231-444c-0179-d838fb77f5a1,https://n2t.net/ark:/28722/k27w6c468,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 36,"2005, ID:552",Locus 5,https://opencontext.org/subjects/24838b54-c9ef-40c4-95a3-1ebe004eeab8,43.15274306644273,11.401630507373403,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-20050039illjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T11:53:36Z,bucchero ware,https://vocab.getty.edu/aat/300387149,,,,,Bucchero,https://en.wikipedia.org/wiki/Bucchero,Bucchero,,Vessel,2005,Bucchero,Vessel
PC 20020062,http://opencontext.org/subjects/b7eb1c01-1d72-45f5-8168-a7d781f31de6,https://n2t.net/ark:/28722/k2nk3b43w,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"2002, ID:490",,https://opencontext.org/subjects/55238072-ec7e-4bd1-1bff-2c471e5840e3,43.1527102120956,11.401862813047156,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-20020062bbtjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T22:01:04Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),spools,https://vocab.getty.edu/aat/300023528,,,,,Impasto,,Textile Related::Rocchetto,2002,Impasto,Textile Related
PC 19780245,http://opencontext.org/subjects/c9e7ab4e-d234-43ac-8e23-8733525eb17a,https://n2t.net/ark:/28722/k2bk1bp8x,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 23,"1978, ID:89",,https://opencontext.org/subjects/3d75850b-7ecd-4675-b297-3ff2f5106d97,43.1527564374538,11.402079843372045,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-19780245illjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T01:00:32Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),bowls (vessels),https://vocab.getty.edu/aat/300203596,pottery (visual works),https://vocab.getty.edu/aat/300010666,,,Impasto,,Vessel,1978,Impasto,Vessel
PC 19880132,http://opencontext.org/subjects/ceaef3a4-0bcf-455d-e974-1e8b6f54b3e6,https://n2t.net/ark:/28722/k2736r190,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1988, ID:130",,https://opencontext.org/subjects/c6841408-c4d0-4f1f-b163-0f093bd2ec6f,43.15264532877668,11.401801042810503,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-19880132illjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-02-01T00:52:44Z,ceramic (material),https://vocab.getty.edu/aat/300235507,bowls (vessels),https://vocab.getty.edu/aat/300203596,pottery (visual works),https://vocab.getty.edu/aat/300010666,,,Cream Ware,,Vessel,1988,Cream Ware,Vessel
PC 19820163,http://opencontext.org/subjects/d515e5cb-4b7f-45bf-5626-a9d9b35113b7,https://n2t.net/ark:/28722/k28052j8v,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1982, ID:112",,https://opencontext.org/subjects/ddf93ae8-2cb7-4fc8-0d49-a204d6d19451,43.15261409793938,11.401743370466749,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19820163djpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T04:39:29Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,waterspouts,https://vocab.getty.edu/aat/300248603,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Water Spout,1982,Terracotta,Architectural
PC 20090231,http://opencontext.org/subjects/fc579d39-92c6-420b-31a1-2498d611feed,https://n2t.net/ark:/28722/k2833rx1z,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 49,"2009, ID:609",Locus 7,https://opencontext.org/subjects/c6fcf49d-771b-4607-b162-16ad7dfe8047,43.1527451704685,11.401947072809639,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://artiraq.org/static/opencontext/poggio-civitate/thumbs/photos/20090231Top.jpg,2012-12-28T00:00:00Z,2024-01-31T07:26:22Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),spools,https://vocab.getty.edu/aat/300023528,,,,,Impasto,,Textile Related::Rocchetto,2009,Impasto,Textile Related
PC 19970126,http://opencontext.org/subjects/be7b5a23-9893-43ad-1308-bd12bbfab9e1,https://n2t.net/ark:/28722/k21g10m25,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro South Flank,Tesoro South Flank 0,"1997, ID:355",,https://opencontext.org/subjects/b79defa4-eb3a-4e9d-db25-711792610c21,43.15300804296541,11.401250035503296,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19970126cillustrationjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T17:07:03Z,bucchero ware,https://vocab.getty.edu/aat/300387149,,,,,Bucchero,https://en.wikipedia.org/wiki/Bucchero,Bucchero,,Vessel,1997,Bucchero,Vessel
PC 19820091,http://opencontext.org/subjects/d930347d-596c-4580-5bbe-a818c283256a,https://n2t.net/ark:/28722/k23x87k4b,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1982, ID:112",,https://opencontext.org/subjects/ddf93ae8-2cb7-4fc8-0d49-a204d6d19451,43.15261002891221,11.401820935790107,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-19820091jpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T19:54:12Z,bronze (metal),https://vocab.getty.edu/aat/300010957,fibulae,https://vocab.getty.edu/aat/300209303,,,,,Bronze,,"Costume, Accessories::Fibula",1982,Bronze,"Costume, Accessories"
PC 20040074,http://opencontext.org/subjects/d546964f-0986-4d6c-324f-1f7e2a02eaa7,https://n2t.net/ark:/28722/k20003z9r,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 30C,"2004, ID:537",Locus 4,https://opencontext.org/subjects/928538f6-dfc4-42da-9765-5b1b44d54da1,43.15272709410955,11.401747514340876,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,"https://iiif.archive.org/iiif/opencontext-24-20040074jpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T22:47:02Z,bucchero ware,https://vocab.getty.edu/aat/300387149,spools,https://vocab.getty.edu/aat/300023528,,,Bucchero,https://en.wikipedia.org/wiki/Bucchero,Bucchero,,Textile Related::Rocchetto,2004,Bucchero,Textile Related
PC 19780209,http://opencontext.org/subjects/a04d574d-0a19-48b5-2b04-883e97956c5a,https://n2t.net/ark:/28722/k2bc3xx1d,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 23,"1978, ID:89",,https://opencontext.org/subjects/3d75850b-7ecd-4675-b297-3ff2f5106d97,43.15272398757333,11.402080219900947,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-19780209illjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T17:28:40Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,pottery (visual works),https://vocab.getty.edu/aat/300010666,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Vessel,1978,Terracotta,Vessel
PC 19820081,http://opencontext.org/subjects/ed3d6e77-38d1-4d6e-d013-d93ac14ba029,https://n2t.net/ark:/28722/k22z16p35,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1982, ID:112",,https://opencontext.org/subjects/ddf93ae8-2cb7-4fc8-0d49-a204d6d19451,43.152623831637584,11.401775518094228,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19820081illjpg.jpg,2012-12-28T00:00:00Z,2024-01-30T23:58:01Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,figurines,https://vocab.getty.edu/aat/300047455,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Figurine / Statuette,1982,Terracotta,Figurine / Statuette
PC 19880118,http://opencontext.org/subjects/e54cb318-65ea-4510-135a-048379c1213f,https://n2t.net/ark:/28722/k2p55jg29,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1988, ID:130",,https://opencontext.org/subjects/c6841408-c4d0-4f1f-b163-0f093bd2ec6f,43.152638785786884,11.402143451852796,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19880118topjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T20:33:59Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,cover tile,https://vocab.getty.edu/aat/300162681,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Cover Tile,1988,Terracotta,Architectural
PC 19840054,http://opencontext.org/subjects/34ca55c7-d24e-4acd-472b-0ae15ec0423a,https://n2t.net/ark:/28722/k2x63g526,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 25,"1984, ID:102",,https://opencontext.org/subjects/bf12f33f-c18c-4f84-0470-b64f86679044,43.15259526459206,11.401612861900468,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19840054jpg.jpg,2012-12-28T00:00:00Z,2024-01-31T04:27:17Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,cover tile,https://vocab.getty.edu/aat/300162681,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Cover Tile,1984,Terracotta,Architectural
PC 20020049,http://opencontext.org/subjects/1eb0db3a-a8f7-4461-eb27-3b430c31603f,https://n2t.net/ark:/28722/k28c9w35t,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"2002, ID:490",,https://opencontext.org/subjects/55238072-ec7e-4bd1-1bff-2c471e5840e3,43.15274800329348,11.401843054561127,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-20020049bbtjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T09:35:50Z,lead (metal),https://vocab.getty.edu/aat/300011022,sheets (flat objects),https://vocab.getty.edu/aat/300014671,,,,,Lead,,Shaped Object::Sheet,2002,Lead,Shaped Object
PC 19970089,http://opencontext.org/subjects/885ae565-3d05-4017-1f4e-db3fd2e83b09,https://n2t.net/ark:/28722/k2c53k17r,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 21,"1997, ID:349",,https://opencontext.org/subjects/4114e192-9d65-4123-2079-11bd3dd647e3,43.15282961201844,11.401412356856104,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://artiraq.org/static/opencontext/poggio-civitate/thumbs/photos/19970089Top.jpg,2012-12-28T00:00:00Z,2024-01-31T09:10:07Z,antler (material),https://vocab.getty.edu/aat/300011796,,,,,,,Antler,,Production Material::Worked Antler,1997,Antler,Production Material
PC 19920066,http://opencontext.org/subjects/22188df1-68f0-46b5-e00a-21df54886159,https://n2t.net/ark:/28722/k2bk1bp1j,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1992, ID:139",,https://opencontext.org/subjects/8c6d0960-e44d-4c77-eb65-b1bf15b23c1c,43.15269663413345,11.401856796078391,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19920066bwbjpg.jpg,2012-12-28T00:00:00Z,2024-02-01T01:40:38Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),spools,https://vocab.getty.edu/aat/300023528,,,,,Impasto,,Textile Related::Rocchetto,1992,Impasto,Textile Related
PC 19840197,http://opencontext.org/subjects/dd243ade-5a77-4f89-4d68-b2a99a9cbc71,https://n2t.net/ark:/28722/k2w66f79w,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1984, ID:117",,https://opencontext.org/subjects/ac23fdfa-a661-4eaf-5b68-64409f2dee3c,43.15261472305733,11.401677156754639,-700,-535,Architectural Element,https://opencontext.org/static/oc/icons-v2/noun-architecture-column-3507450.svg,"https://iiif.archive.org/iiif/opencontext-24-19840197bwjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T07:16:40Z,terracotta (clay material),https://vocab.getty.edu/aat/300010669,cover tile,https://vocab.getty.edu/aat/300162681,,,Terracotta,https://en.wikipedia.org/wiki/Terracotta,Terracotta,,Architectural::Cover Tile,1984,Terracotta,Architectural
PC 20050171,http://opencontext.org/subjects/36eac010-49a0-4af5-8a04-10a15f1f4e8c,https://n2t.net/ark:/28722/k2319x20c,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 30H,"2005, ID:562",Locus 5,https://opencontext.org/subjects/52e107e7-09f3-45e1-b548-b2c3d8fa0033,43.1527595853333,11.40179490564657,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,"https://iiif.archive.org/iiif/opencontext-24-20050171illjpg/full/150,/0/default.jpg",2012-12-28T00:00:00Z,2024-01-31T04:26:36Z,ceramic (material),https://vocab.getty.edu/aat/300235507,pottery (visual works),https://vocab.getty.edu/aat/300010666,,,,,Cream Ware,,Vessel,2005,Cream Ware,Vessel
PC 19990038,http://opencontext.org/subjects/c7d93683-aa71-4cff-c4a6-ecc3d7ef1130,https://n2t.net/ark:/28722/k2s75bj2b,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26 North,"1999, ID:364",,https://opencontext.org/subjects/4454f19d-c295-4e35-7124-98a6661cff51,43.15276530191896,11.401857125073256,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19990038bwjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T12:56:02Z,ivory (material),https://vocab.getty.edu/aat/300011857,,,,,,,Ivory,,Unclassified / Debris / Misc.,1999,Ivory,Unclassified / Debris / Misc.
PC 20030069,http://opencontext.org/subjects/146b2d61-efae-43bf-6ba7-33256e829650,https://n2t.net/ark:/28722/k29s1qj31,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 30,"2003, ID:500",Locus 5,https://opencontext.org/subjects/c7120144-81df-4216-945b-3f71083db40c,43.152776854467646,11.401789371581378,-700,-535,Object,https://opencontext.org/static/oc/icons-v2/object-icon-draft-2.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-20030069sidecjpg.jpg,2012-12-28T00:00:00Z,2024-02-01T03:25:58Z,bone (material),https://vocab.getty.edu/aat/300011798,,,,,,,Bone,,Ornament::Unspecified / Misc.,2003,Bone,Ornament
PC 19820035,http://opencontext.org/subjects/1470692e-dd1c-4e87-fa8c-a5a4432573bf,https://n2t.net/ark:/28722/k21v5gd2k,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1982, ID:112",,https://opencontext.org/subjects/ddf93ae8-2cb7-4fc8-0d49-a204d6d19451,43.152609412707875,11.40188714984443,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://artiraq.org/static/opencontext/poggio-civitate/thumbs/photos/19820035Front.jpg,2012-12-28T00:00:00Z,2024-01-31T20:49:20Z,Impasto (pottery),https://en.wikipedia.org/wiki/Impasto_(pottery),pottery (visual works),https://vocab.getty.edu/aat/300010666,,,,,Impasto,,Vessel,1982,Impasto,Vessel
PC 19790009,http://opencontext.org/subjects/51ab5231-6413-46cd-a5cf-6941a5b37054,https://n2t.net/ark:/28722/k2n58hm0j,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 23,"1979, ID:92",,https://opencontext.org/subjects/3ecf9e3d-995b-4156-6ab7-87a8ba5bca99,43.15271704437176,11.402162149280185,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://storage.googleapis.com/opencontext-media/internet-archive/ia-thumbnails/24-19790009illustrationjpg.jpg,2012-12-28T00:00:00Z,2024-01-31T23:01:15Z,bucchero ware,https://vocab.getty.edu/aat/300387149,"plates (general, dishes)",https://vocab.getty.edu/aat/300042991,,,Bucchero,https://en.wikipedia.org/wiki/Bucchero,Bucchero,,Vessel,1979,Bucchero,Vessel
PC 19890112,http://opencontext.org/subjects/3a238558-9fa6-4ec6-a9a7-b5d4f8803252,https://n2t.net/ark:/28722/k26w9b80k,Murlo,https://opencontext.org/projects/df043419-f23b-41da-7e4d-ee52af22f92f,Europe,Italy,Poggio Civitate,Tesoro,Tesoro 26,"1989, ID:134",,https://opencontext.org/subjects/c2df07ac-7fbd-47f6-4d82-328bada0cc8d,43.15270890933137,11.402066752859293,-700,-535,Pottery,https://opencontext.org/static/oc/icons-v2/noun-pottery-2956136.svg,https://artiraq.org/static/opencontext/poggio-civitate/thumbs/photos/19890112Top.jpg,2012-12-28T00:00:00Z,2024-02-01T01:49:19Z,bucchero ware,https://vocab.getty.edu/aat/300387149,lids (covers),https://vocab.getty.edu/aat/300045712,,,Bucchero,https://en.wikipedia.org/wiki/Bucchero,Bucchero,,Vessel,1989,Bucchero,Vessel
